homeownership,verified_income,income_band,emp_length_bucket,state,borrower_segment_id
MORTGAGE,Not Verified,Upper-Mid,6-10,MO,2155
MORTGAGE,Verified,High,0 or less,NJ,2156
MORTGAGE,Verified,Low,,MD,2157
RENT,Source Verified,High,6-10,TX,2158
MORTGAGE,Verified,Upper-Mid,0 or less,MN,2159
OWN,Verified,Low,1-2,TX,2160
RENT,Not Verified,Low,0 or less,IL,2161
RENT,Not Verified,Low,6-10,NJ,2162
OWN,Source Verified,Low,,LA,2163
RENT,Not Verified,Upper-Mid,0 or less,OH,2164
MORTGAGE,Not Verified,High,1-2,KY,2165
RENT,Source Verified,Upper-Mid,3-5,WV,2166
RENT,Source Verified,Upper-Mid,3-5,WA,2167
RENT,Verified,Low,6-10,AR,2168
MORTGAGE,Source Verified,Low,1-2,AK,2169
MORTGAGE,Source Verified,Low,6-10,ID,2170
RENT,Not Verified,Upper-Mid,0 or less,NV,2171
OWN,Not Verified,Low,1-2,AZ,2172
RENT,Verified,Low,6-10,MD,2173
MORTGAGE,Not Verified,,,ID,2174
OWN,Not Verified,Low,,CA,2175
RENT,Source Verified,Low,6-10,MO,2176
RENT,Source Verified,Low,,AR,2177
OWN,Source Verified,Low,3-5,LA,2178
OWN,Source Verified,Low,,NY,2179
RENT,Verified,Upper-Mid,6-10,MA,2180
MORTGAGE,Source Verified,Upper-Mid,1-2,NY,2181
RENT,Source Verified,Lower-Mid,1-2,NH,2182
OWN,Source Verified,Lower-Mid,1-2,NY,2183
MORTGAGE,Not Verified,High,6-10,KS,2184
MORTGAGE,Source Verified,Lower-Mid,1-2,MS,2185
RENT,Verified,High,6-10,MA,2186
RENT,Verified,High,6-10,WA,2187
OWN,Verified,Lower-Mid,1-2,MN,2188
RENT,Source Verified,Low,3-5,AZ,2189
OWN,Not Verified,Lower-Mid,,WY,2190
MORTGAGE,Source Verified,Lower-Mid,3-5,MT,2191
MORTGAGE,Source Verified,High,0 or less,LA,2192
RENT,Verified,High,0 or less,NY,2193
RENT,Not Verified,Lower-Mid,6-10,ME,2194
MORTGAGE,Verified,Lower-Mid,6-10,NH,2195
OWN,Source Verified,Low,3-5,WI,2196
RENT,Verified,Lower-Mid,3-5,SC,2197
MORTGAGE,Not Verified,Low,1-2,AR,2198
MORTGAGE,Verified,Upper-Mid,6-10,CT,2199
RENT,Source Verified,Low,1-2,IL,2200
RENT,Not Verified,Lower-Mid,,GA,2201
RENT,Source Verified,High,3-5,DC,2202
MORTGAGE,Not Verified,High,6-10,WI,2203
RENT,Source Verified,Low,,TX,2204
OWN,Source Verified,Low,0 or less,NY,2205
OWN,Verified,Lower-Mid,1-2,CO,2206
MORTGAGE,Source Verified,Low,,NC,2207
MORTGAGE,Source Verified,High,6-10,AK,2208
RENT,Source Verified,Low,1-2,UT,2209
RENT,Not Verified,Lower-Mid,3-5,TX,2210
OWN,Source Verified,Low,0 or less,FL,2211
MORTGAGE,Verified,Upper-Mid,6-10,ME,2212
RENT,Source Verified,Lower-Mid,,WA,2213
OWN,Verified,Upper-Mid,6-10,AZ,2214
MORTGAGE,Source Verified,Upper-Mid,1-2,MO,2215
MORTGAGE,Source Verified,Upper-Mid,1-2,MI,2216
OWN,Source Verified,Upper-Mid,1-2,FL,2217
OWN,Verified,Low,6-10,IN,2218
RENT,Source Verified,High,6-10,NV,2219
MORTGAGE,Not Verified,Lower-Mid,3-5,IN,2220
MORTGAGE,Verified,High,3-5,NM,2221
MORTGAGE,Verified,Lower-Mid,1-2,MA,2222
MORTGAGE,Not Verified,Low,1-2,MO,2223
MORTGAGE,Verified,Lower-Mid,1-2,FL,2224
RENT,Source Verified,Low,6-10,IL,2225
MORTGAGE,Verified,High,1-2,AZ,2226
RENT,Verified,Upper-Mid,,TX,2227
MORTGAGE,Verified,Lower-Mid,3-5,KS,2228
OWN,Verified,Low,3-5,TN,2229
MORTGAGE,Verified,Upper-Mid,1-2,IL,2230
MORTGAGE,Not Verified,Upper-Mid,,FL,2231
RENT,Not Verified,Upper-Mid,3-5,RI,2232
RENT,Not Verified,Low,6-10,NV,2233
MORTGAGE,Verified,High,,MO,2234
OWN,Not Verified,Lower-Mid,,AZ,2235
RENT,Verified,Low,6-10,FL,2236
MORTGAGE,Source Verified,Low,0 or less,IN,2237
RENT,Verified,Lower-Mid,0 or less,MA,2238
OWN,Not Verified,High,6-10,WA,2239
MORTGAGE,Verified,High,0 or less,WA,2240
RENT,Verified,Low,1-2,WV,2241
RENT,Source Verified,High,,NJ,2242
MORTGAGE,Not Verified,Upper-Mid,3-5,NM,2243
RENT,Not Verified,Lower-Mid,6-10,MN,2244
RENT,Source Verified,Low,1-2,KS,2245
OWN,Source Verified,Low,6-10,CA,2246
MORTGAGE,Not Verified,Upper-Mid,6-10,NH,2247
MORTGAGE,Not Verified,Lower-Mid,0 or less,TX,2248
MORTGAGE,Not Verified,Low,1-2,IL,2249
RENT,Source Verified,Lower-Mid,6-10,WA,2250
RENT,Verified,Lower-Mid,3-5,WI,2251
OWN,Verified,Low,6-10,AK,2252
RENT,Verified,Upper-Mid,1-2,ID,2253
RENT,Source Verified,High,1-2,AK,2254
RENT,Source Verified,Low,,MN,2255
RENT,Source Verified,Upper-Mid,3-5,MI,2256
MORTGAGE,Not Verified,Low,3-5,NC,2257
RENT,Source Verified,Upper-Mid,1-2,MO,2258
OWN,Verified,Low,6-10,WI,2259
MORTGAGE,Not Verified,Low,1-2,TN,2260
MORTGAGE,Not Verified,High,6-10,NH,2261
RENT,Source Verified,Low,6-10,OH,2262
OWN,Verified,Upper-Mid,3-5,OH,2263
MORTGAGE,Verified,Upper-Mid,0 or less,TX,2264
RENT,Source Verified,Upper-Mid,3-5,ND,2265
MORTGAGE,Verified,Upper-Mid,,KY,2266
OWN,Not Verified,Low,,VA,2267
OWN,Source Verified,High,1-2,NJ,2268
RENT,Verified,Lower-Mid,1-2,NC,2269
OWN,Source Verified,Upper-Mid,6-10,PA,2270
MORTGAGE,Verified,Lower-Mid,0 or less,FL,2271
OWN,Not Verified,Upper-Mid,,NJ,2272
RENT,Verified,Low,6-10,KY,2273
OWN,Verified,Lower-Mid,6-10,MD,2274
MORTGAGE,Source Verified,Upper-Mid,3-5,VA,2275
MORTGAGE,Verified,Lower-Mid,1-2,MI,2276
OWN,Source Verified,Low,6-10,NC,2277
MORTGAGE,Source Verified,Lower-Mid,3-5,SC,2278
OWN,Source Verified,Upper-Mid,6-10,OK,2279
RENT,Not Verified,Lower-Mid,1-2,OK,2280
RENT,Not Verified,Lower-Mid,1-2,CO,2281
MORTGAGE,Not Verified,High,3-5,WV,2282
RENT,Source Verified,High,1-2,CO,2283
MORTGAGE,Not Verified,Low,6-10,MI,2284
RENT,Verified,Upper-Mid,,NY,2285
OWN,Not Verified,Upper-Mid,6-10,OH,2286
RENT,Source Verified,Low,3-5,NV,2287
MORTGAGE,Source Verified,High,1-2,KS,2288
OWN,Not Verified,High,6-10,FL,2289
MORTGAGE,Not Verified,High,6-10,AL,2290
OWN,Source Verified,High,,CA,2291
MORTGAGE,Source Verified,Upper-Mid,0 or less,MN,2292
OWN,Verified,Lower-Mid,6-10,VA,2293
RENT,Not Verified,Upper-Mid,0 or less,VA,2294
OWN,Verified,Lower-Mid,1-2,NC,2295
MORTGAGE,Not Verified,Low,6-10,OR,2296
MORTGAGE,Not Verified,Upper-Mid,1-2,CA,2297
MORTGAGE,Source Verified,Lower-Mid,6-10,NJ,2298
OWN,Verified,Low,3-5,WY,2299
MORTGAGE,Not Verified,Lower-Mid,1-2,MA,2300
OWN,Not Verified,Lower-Mid,,NM,2301
RENT,Source Verified,Lower-Mid,3-5,LA,2302
OWN,Source Verified,High,3-5,NY,2303
RENT,Not Verified,Upper-Mid,0 or less,NY,2304
OWN,Verified,Low,6-10,MA,2305
RENT,Not Verified,High,3-5,GA,2306
OWN,Verified,Lower-Mid,6-10,UT,2307
RENT,Verified,Upper-Mid,3-5,IL,2308
RENT,Source Verified,Lower-Mid,6-10,TN,2309
MORTGAGE,Source Verified,Low,1-2,WI,2310
MORTGAGE,Not Verified,Low,,MS,2311
OWN,Verified,Low,6-10,FL,2312
RENT,Not Verified,Upper-Mid,3-5,MI,2313
RENT,Source Verified,Lower-Mid,1-2,WI,2314
MORTGAGE,Not Verified,Upper-Mid,6-10,WI,2315
OWN,Source Verified,Upper-Mid,0 or less,NY,2316
MORTGAGE,Not Verified,Low,3-5,KY,2317
OWN,Source Verified,Lower-Mid,6-10,IL,2318
OWN,Verified,High,1-2,NC,2319
MORTGAGE,Source Verified,Upper-Mid,3-5,MO,2320
RENT,Source Verified,Lower-Mid,,FL,2321
MORTGAGE,Not Verified,Low,0 or less,ID,2322
RENT,Verified,Low,3-5,AZ,2323
MORTGAGE,Verified,Lower-Mid,3-5,CT,2324
RENT,Source Verified,Upper-Mid,3-5,KY,2325
MORTGAGE,Verified,Upper-Mid,6-10,AZ,2326
RENT,Not Verified,Lower-Mid,1-2,WI,2327
MORTGAGE,Not Verified,Low,,VA,2328
RENT,Source Verified,Upper-Mid,0 or less,FL,2329
RENT,Not Verified,Lower-Mid,1-2,AR,2330
OWN,Source Verified,Lower-Mid,6-10,SC,2331
MORTGAGE,Source Verified,High,0 or less,SC,2332
MORTGAGE,Not Verified,High,3-5,AZ,2333
RENT,Source Verified,Low,1-2,CT,2334
RENT,Verified,Lower-Mid,3-5,PA,2335
MORTGAGE,Source Verified,Upper-Mid,,WV,2336
RENT,Source Verified,High,1-2,NV,2337
MORTGAGE,Source Verified,Low,1-2,CO,2338
MORTGAGE,Verified,Lower-Mid,3-5,NM,2339
RENT,Source Verified,Low,0 or less,WI,2340
RENT,Not Verified,Low,1-2,IN,2341
MORTGAGE,Verified,Lower-Mid,,KY,2342
MORTGAGE,Not Verified,Low,,IL,2343
MORTGAGE,Verified,Upper-Mid,6-10,HI,2344
RENT,Source Verified,Upper-Mid,3-5,TX,2345
RENT,Not Verified,High,6-10,PA,2346
RENT,Verified,Low,1-2,MT,2347
OWN,Source Verified,Low,1-2,TN,2348
RENT,Source Verified,Low,6-10,MD,2349
MORTGAGE,Verified,High,,CO,2350
MORTGAGE,Not Verified,Upper-Mid,,GA,2351
RENT,Source Verified,Low,6-10,TN,2352
MORTGAGE,Not Verified,Upper-Mid,6-10,ID,2353
OWN,Source Verified,High,6-10,MS,2354
RENT,Not Verified,Lower-Mid,3-5,RI,2355
RENT,Not Verified,High,1-2,DC,2356
MORTGAGE,Not Verified,Upper-Mid,1-2,NV,2357
MORTGAGE,Not Verified,Lower-Mid,6-10,OK,2358
MORTGAGE,Verified,Upper-Mid,,WA,2359
MORTGAGE,Verified,Upper-Mid,3-5,CO,2360
OWN,Verified,High,3-5,CA,2361
OWN,Not Verified,Low,1-2,IL,2362
OWN,Not Verified,Low,1-2,GA,2363
MORTGAGE,Source Verified,Upper-Mid,6-10,WA,2364
MORTGAGE,Verified,Upper-Mid,3-5,MD,2365
OWN,Verified,Low,6-10,MO,2366
RENT,Source Verified,Upper-Mid,6-10,NC,2367
RENT,Not Verified,High,3-5,IN,2368
OWN,Not Verified,Low,1-2,NY,2369
MORTGAGE,Not Verified,High,1-2,NY,2370
RENT,Source Verified,Low,1-2,KY,2371
MORTGAGE,Not Verified,Upper-Mid,0 or less,NY,2372
RENT,Not Verified,Low,0 or less,UT,2373
MORTGAGE,Source Verified,Low,0 or less,PA,2374
RENT,Source Verified,Low,3-5,GA,2375
MORTGAGE,Not Verified,Low,1-2,CA,2376
RENT,Source Verified,Lower-Mid,6-10,CT,2377
RENT,Verified,Upper-Mid,3-5,GA,2378
RENT,Not Verified,Lower-Mid,6-10,VT,2379
RENT,Source Verified,Upper-Mid,6-10,MI,2380
MORTGAGE,Source Verified,Low,,LA,2381
MORTGAGE,Verified,Lower-Mid,3-5,WA,2382
RENT,Verified,Low,,NV,2383
RENT,Source Verified,Upper-Mid,,FL,2384
OWN,Not Verified,Lower-Mid,6-10,ID,2385
MORTGAGE,Verified,High,0 or less,TX,2386
MORTGAGE,Not Verified,Upper-Mid,1-2,FL,2387
RENT,Verified,Low,3-5,MI,2388
MORTGAGE,Source Verified,Lower-Mid,6-10,WV,2389
RENT,Not Verified,Low,,VA,2390
OWN,Source Verified,Upper-Mid,6-10,MA,2391
RENT,Not Verified,High,1-2,GA,2392
RENT,Verified,Low,0 or less,NY,2393
OWN,Source Verified,Upper-Mid,1-2,RI,2394
MORTGAGE,Verified,Upper-Mid,6-10,MA,2395
OWN,Verified,Lower-Mid,1-2,TX,2396
MORTGAGE,Source Verified,Low,3-5,IN,2397
RENT,Verified,Lower-Mid,3-5,MD,2398
RENT,Source Verified,Lower-Mid,0 or less,NY,2399
OWN,Source Verified,Lower-Mid,0 or less,PA,2400
MORTGAGE,Source Verified,High,6-10,AL,2401
MORTGAGE,Source Verified,High,1-2,NM,2402
OWN,Verified,Upper-Mid,3-5,OK,2403
RENT,Not Verified,High,3-5,DC,2404
OWN,Verified,High,6-10,NY,2405
RENT,Source Verified,Upper-Mid,1-2,IL,2406
RENT,Source Verified,High,6-10,CT,2407
RENT,Not Verified,Low,3-5,OR,2408
MORTGAGE,Verified,Low,3-5,MN,2409
MORTGAGE,Verified,Low,6-10,OR,2410
MORTGAGE,Source Verified,Low,,VA,2411
MORTGAGE,Verified,Low,0 or less,TX,2412
RENT,Source Verified,Low,,CO,2413
RENT,Source Verified,High,6-10,OH,2414
MORTGAGE,Verified,Upper-Mid,3-5,AK,2415
MORTGAGE,Source Verified,Low,,OH,2416
OWN,Verified,Low,3-5,AL,2417
MORTGAGE,Verified,Low,6-10,AL,2418
RENT,Verified,High,1-2,AZ,2419
RENT,Source Verified,Low,1-2,IN,2420
MORTGAGE,Source Verified,Upper-Mid,,MA,2421
MORTGAGE,Not Verified,Lower-Mid,3-5,OK,2422
MORTGAGE,Source Verified,Lower-Mid,0 or less,NC,2423
OWN,Verified,High,6-10,PA,2424
MORTGAGE,Verified,Low,6-10,RI,2425
RENT,Not Verified,Low,6-10,NM,2426
RENT,Verified,Low,1-2,TN,2427
MORTGAGE,Source Verified,Lower-Mid,1-2,NM,2428
RENT,Verified,Lower-Mid,3-5,FL,2429
MORTGAGE,Verified,Upper-Mid,3-5,KS,2430
MORTGAGE,Source Verified,High,0 or less,KS,2431
MORTGAGE,Source Verified,Low,1-2,ID,2432
MORTGAGE,Source Verified,High,1-2,IN,2433
OWN,Source Verified,High,1-2,GA,2434
RENT,Source Verified,Low,3-5,IL,2435
MORTGAGE,Verified,Upper-Mid,1-2,UT,2436
OWN,Not Verified,Lower-Mid,6-10,NC,2437
MORTGAGE,Source Verified,Low,1-2,TN,2438
RENT,Verified,Low,0 or less,MA,2439
MORTGAGE,Source Verified,High,3-5,RI,2440
MORTGAGE,Not Verified,Lower-Mid,1-2,AR,2441
MORTGAGE,Source Verified,High,6-10,DE,2442
RENT,Not Verified,High,1-2,MO,2443
OWN,Not Verified,Low,,SD,2444
OWN,Verified,Upper-Mid,3-5,MI,2445
MORTGAGE,Source Verified,Upper-Mid,0 or less,SC,2446
MORTGAGE,Not Verified,Lower-Mid,,OH,2447
OWN,Source Verified,Lower-Mid,6-10,KY,2448
MORTGAGE,Verified,Upper-Mid,1-2,WV,2449
MORTGAGE,Not Verified,Low,,SC,2450
RENT,Source Verified,Upper-Mid,,IL,2451
MORTGAGE,Not Verified,Upper-Mid,1-2,RI,2452
RENT,Not Verified,Low,6-10,OH,2453
RENT,Not Verified,Low,6-10,CT,2454
OWN,Source Verified,Low,1-2,NJ,2455
RENT,Source Verified,High,0 or less,OH,2456
MORTGAGE,Source Verified,Low,3-5,NJ,2457
MORTGAGE,Not Verified,Lower-Mid,6-10,AR,2458
MORTGAGE,Not Verified,High,1-2,GA,2459
RENT,Not Verified,Upper-Mid,,NJ,2460
OWN,Verified,Upper-Mid,,AZ,2461
OWN,Source Verified,Low,6-10,IN,2462
MORTGAGE,Verified,Lower-Mid,1-2,WV,2463
MORTGAGE,Verified,Upper-Mid,0 or less,IL,2464
OWN,Verified,High,,FL,2465
MORTGAGE,Source Verified,High,1-2,PA,2466
MORTGAGE,Not Verified,Lower-Mid,1-2,SC,2467
OWN,Source Verified,Low,3-5,AR,2468
OWN,Source Verified,High,3-5,VA,2469
RENT,Verified,Low,1-2,IL,2470
MORTGAGE,Not Verified,High,6-10,MT,2471
RENT,Verified,Low,0 or less,TN,2472
MORTGAGE,Verified,Low,3-5,CO,2473
MORTGAGE,Source Verified,Low,3-5,WV,2474
OWN,Source Verified,Upper-Mid,3-5,NJ,2475
OWN,Source Verified,Lower-Mid,6-10,NJ,2476
RENT,Not Verified,Lower-Mid,6-10,AK,2477
RENT,Verified,Low,,VA,2478
MORTGAGE,Source Verified,Upper-Mid,6-10,OK,2479
MORTGAGE,Source Verified,Low,3-5,WI,2480
RENT,Not Verified,Low,6-10,SD,2481
OWN,Not Verified,Lower-Mid,1-2,TX,2482
RENT,Source Verified,Low,,AZ,2483
RENT,Source Verified,Low,1-2,NH,2484
MORTGAGE,Verified,High,,CA,2485
OWN,Verified,Lower-Mid,6-10,NH,2486
OWN,Source Verified,Upper-Mid,3-5,MO,2487
RENT,Source Verified,Lower-Mid,1-2,HI,2488
RENT,Not Verified,Low,,MA,2489
MORTGAGE,Not Verified,Upper-Mid,3-5,NY,2490
RENT,Source Verified,Low,6-10,SD,2491
OWN,Not Verified,Lower-Mid,3-5,NY,2492
MORTGAGE,Not Verified,Lower-Mid,3-5,MA,2493
RENT,Source Verified,Upper-Mid,1-2,MN,2494
MORTGAGE,Not Verified,Lower-Mid,3-5,NY,2495
RENT,Source Verified,High,1-2,FL,2496
OWN,Source Verified,Low,0 or less,KS,2497
OWN,Verified,Lower-Mid,,NM,2498
RENT,Verified,Lower-Mid,3-5,NJ,2499
OWN,Not Verified,High,3-5,CO,2500
OWN,Not Verified,Low,3-5,PA,2501
MORTGAGE,Not Verified,Low,,CA,2502
RENT,Not Verified,Low,6-10,RI,2503
MORTGAGE,Not Verified,Low,,NJ,2504
OWN,Source Verified,High,1-2,NY,2505
RENT,Source Verified,Low,1-2,VA,2506
RENT,Source Verified,Upper-Mid,6-10,OH,2507
MORTGAGE,Not Verified,High,3-5,OK,2508
MORTGAGE,Not Verified,Low,,MD,2509
MORTGAGE,Verified,Upper-Mid,3-5,MI,2510
RENT,Verified,Low,,KY,2511
RENT,Not Verified,Lower-Mid,6-10,AL,2512
MORTGAGE,Source Verified,Upper-Mid,1-2,LA,2513
MORTGAGE,Source Verified,Upper-Mid,3-5,AZ,2514
MORTGAGE,Verified,Low,3-5,NV,2515
MORTGAGE,Verified,Low,0 or less,OH,2516
RENT,Source Verified,Upper-Mid,3-5,NM,2517
OWN,Verified,High,3-5,NY,2518
MORTGAGE,Not Verified,Low,3-5,CA,2519
RENT,Source Verified,Low,6-10,IN,2520
OWN,Source Verified,,,MI,2521
RENT,Not Verified,Upper-Mid,6-10,MI,2522
MORTGAGE,Verified,Low,,SC,2523
MORTGAGE,Verified,High,6-10,NM,2524
MORTGAGE,Verified,Low,6-10,WA,2525
OWN,Verified,Low,,NM,2526
MORTGAGE,Verified,Lower-Mid,6-10,MI,2527
OWN,Not Verified,Low,,AR,2528
MORTGAGE,Source Verified,Low,,CO,2529
OWN,Verified,Low,,MO,2530
MORTGAGE,Verified,High,1-2,OH,2531
MORTGAGE,Source Verified,Upper-Mid,1-2,KY,2532
OWN,Source Verified,High,6-10,AR,2533
OWN,Not Verified,Upper-Mid,,KS,2534
RENT,Verified,Upper-Mid,6-10,VA,2535
MORTGAGE,Not Verified,,,AZ,2536
RENT,Not Verified,High,6-10,LA,2537
RENT,Verified,High,3-5,VA,2538
MORTGAGE,Verified,Lower-Mid,3-5,TN,2539
RENT,Source Verified,Upper-Mid,1-2,VA,2540
MORTGAGE,Source Verified,Upper-Mid,0 or less,TN,2541
RENT,Verified,Lower-Mid,6-10,MT,2542
OWN,Not Verified,Low,1-2,FL,2543
MORTGAGE,Verified,High,6-10,AR,2544
RENT,Source Verified,Low,1-2,TN,2545
OWN,Verified,High,3-5,IL,2546
RENT,Not Verified,Upper-Mid,3-5,WV,2547
RENT,Not Verified,High,6-10,MS,2548
MORTGAGE,Not Verified,High,3-5,FL,2549
MORTGAGE,Not Verified,,,MO,2550
RENT,Source Verified,Low,6-10,NV,2551
RENT,Source Verified,Upper-Mid,0 or less,GA,2552
RENT,Not Verified,Lower-Mid,0 or less,MN,2553
MORTGAGE,Verified,High,,DC,2554
MORTGAGE,Source Verified,Upper-Mid,,PA,2555
OWN,Verified,Low,,WI,2556
OWN,Not Verified,Lower-Mid,6-10,NY,2557
MORTGAGE,Not Verified,Upper-Mid,1-2,KY,2558
MORTGAGE,Not Verified,Lower-Mid,6-10,WA,2559
OWN,Not Verified,High,6-10,LA,2560
MORTGAGE,Source Verified,Low,1-2,PA,2561
MORTGAGE,Source Verified,Low,1-2,VA,2562
MORTGAGE,Source Verified,Upper-Mid,1-2,AZ,2563
RENT,Not Verified,Lower-Mid,0 or less,TX,2564
OWN,Verified,Upper-Mid,6-10,OH,2565
RENT,Verified,Upper-Mid,0 or less,MN,2566
MORTGAGE,Not Verified,Upper-Mid,1-2,OR,2567
MORTGAGE,Not Verified,,,NC,2568
MORTGAGE,Source Verified,High,3-5,WY,2569
MORTGAGE,Source Verified,Lower-Mid,6-10,OK,2570
OWN,Source Verified,Upper-Mid,6-10,NC,2571
RENT,Not Verified,High,3-5,NE,2572
MORTGAGE,Not Verified,High,1-2,KS,2573
OWN,Not Verified,Low,0 or less,NY,2574
MORTGAGE,Verified,High,,NY,2575
MORTGAGE,Not Verified,Upper-Mid,6-10,SD,2576
OWN,Not Verified,Lower-Mid,6-10,MS,2577
RENT,Source Verified,High,3-5,OR,2578
MORTGAGE,Source Verified,Lower-Mid,1-2,OR,2579
RENT,Source Verified,Low,1-2,ID,2580
MORTGAGE,Verified,Lower-Mid,0 or less,AR,2581
MORTGAGE,Verified,High,0 or less,DC,2582
MORTGAGE,Verified,High,1-2,WA,2583
MORTGAGE,Not Verified,Lower-Mid,6-10,SD,2584
MORTGAGE,Source Verified,Low,1-2,MO,2585
OWN,Verified,High,6-10,OH,2586
OWN,Verified,Low,6-10,KY,2587
RENT,Source Verified,Low,1-2,NC,2588
OWN,Verified,Lower-Mid,1-2,FL,2589
MORTGAGE,Not Verified,Low,0 or less,OH,2590
MORTGAGE,Verified,Upper-Mid,3-5,LA,2591
RENT,Source Verified,Low,6-10,WV,2592
OWN,Not Verified,High,6-10,NC,2593
OWN,Source Verified,Upper-Mid,3-5,IN,2594
OWN,Not Verified,Low,3-5,NY,2595
OWN,Not Verified,Lower-Mid,6-10,RI,2596
MORTGAGE,Verified,Lower-Mid,1-2,UT,2597
RENT,Source Verified,High,,CA,2598
RENT,Not Verified,Low,1-2,DE,2599
RENT,Source Verified,Lower-Mid,0 or less,KY,2600
RENT,Source Verified,Lower-Mid,0 or less,NJ,2601
RENT,Verified,Lower-Mid,1-2,FL,2602
OWN,Verified,Lower-Mid,3-5,MO,2603
MORTGAGE,Not Verified,High,6-10,KY,2604
MORTGAGE,Source Verified,Low,6-10,TN,2605
MORTGAGE,Not Verified,High,1-2,MI,2606
MORTGAGE,Verified,Low,1-2,OH,2607
MORTGAGE,Verified,High,6-10,KS,2608
MORTGAGE,Source Verified,Lower-Mid,6-10,MT,2609
RENT,Source Verified,Upper-Mid,6-10,MA,2610
MORTGAGE,Not Verified,Lower-Mid,6-10,DE,2611
MORTGAGE,Verified,Lower-Mid,3-5,AL,2612
OWN,Not Verified,Lower-Mid,1-2,IN,2613
MORTGAGE,Verified,Low,,PA,2614
MORTGAGE,Source Verified,Upper-Mid,3-5,OH,2615
MORTGAGE,Not Verified,Lower-Mid,,PA,2616
RENT,Source Verified,High,1-2,MN,2617
OWN,Source Verified,Upper-Mid,6-10,MO,2618
OWN,Verified,Low,1-2,IL,2619
RENT,Source Verified,Lower-Mid,6-10,SC,2620
MORTGAGE,Not Verified,High,3-5,ND,2621
OWN,Not Verified,Lower-Mid,3-5,MI,2622
RENT,Verified,Upper-Mid,3-5,CT,2623
MORTGAGE,Verified,Lower-Mid,6-10,KS,2624
RENT,Verified,Low,,GA,2625
MORTGAGE,Not Verified,Low,6-10,CO,2626
OWN,Source Verified,High,6-10,MA,2627
RENT,Not Verified,Low,1-2,TN,2628
MORTGAGE,Not Verified,Upper-Mid,6-10,RI,2629
MORTGAGE,Not Verified,Upper-Mid,1-2,PA,2630
RENT,Source Verified,Low,3-5,NH,2631
MORTGAGE,Verified,Upper-Mid,1-2,SC,2632
RENT,Verified,Lower-Mid,3-5,CO,2633
RENT,Source Verified,Low,6-10,AR,2634
MORTGAGE,Not Verified,Upper-Mid,,OH,2635
RENT,Verified,Low,1-2,MD,2636
OWN,Source Verified,Lower-Mid,0 or less,CA,2637
OWN,Not Verified,Low,,WV,2638
MORTGAGE,Verified,High,1-2,MN,2639
RENT,Not Verified,Upper-Mid,0 or less,IN,2640
RENT,Source Verified,Upper-Mid,0 or less,IL,2641
RENT,Verified,Lower-Mid,3-5,KY,2642
MORTGAGE,Not Verified,Lower-Mid,6-10,AL,2643
MORTGAGE,Source Verified,Lower-Mid,,MD,2644
MORTGAGE,Source Verified,Low,3-5,OK,2645
OWN,Not Verified,Lower-Mid,,OK,2646
RENT,Not Verified,Upper-Mid,0 or less,WA,2647
MORTGAGE,Verified,Low,6-10,UT,2648
MORTGAGE,Verified,High,3-5,TN,2649
RENT,Source Verified,High,0 or less,LA,2650
MORTGAGE,Source Verified,Low,0 or less,MO,2651
RENT,Source Verified,Upper-Mid,1-2,MA,2652
OWN,Source Verified,Low,,WI,2653
OWN,Source Verified,High,6-10,NC,2654
RENT,Not Verified,Lower-Mid,0 or less,AZ,2655
MORTGAGE,Source Verified,Upper-Mid,3-5,NV,2656
OWN,Not Verified,Lower-Mid,1-2,VA,2657
MORTGAGE,Verified,Low,3-5,WV,2658
RENT,Source Verified,Low,0 or less,MI,2659
MORTGAGE,Source Verified,High,3-5,MI,2660
RENT,Source Verified,Upper-Mid,1-2,ID,2661
MORTGAGE,Not Verified,Lower-Mid,3-5,MI,2662
OWN,Not Verified,Low,0 or less,NE,2663
OWN,Not Verified,Lower-Mid,1-2,FL,2664
OWN,Verified,High,6-10,VA,2665
RENT,Verified,High,3-5,CT,2666
RENT,Source Verified,High,3-5,MI,2667
MORTGAGE,Verified,Upper-Mid,,NC,2668
OWN,Verified,Upper-Mid,,TX,2669
RENT,Verified,Lower-Mid,6-10,MA,2670
MORTGAGE,Not Verified,High,3-5,GA,2671
OWN,Source Verified,High,1-2,TX,2672
MORTGAGE,Source Verified,High,1-2,MI,2673
RENT,Verified,Low,6-10,OR,2674
RENT,Not Verified,Upper-Mid,0 or less,TX,2675
OWN,Verified,High,6-10,MI,2676
MORTGAGE,Not Verified,Low,6-10,MS,2677
OWN,Verified,Low,3-5,OH,2678
MORTGAGE,Source Verified,Low,6-10,KY,2679
OWN,Verified,Lower-Mid,3-5,MS,2680
RENT,Verified,Upper-Mid,3-5,MD,2681
OWN,Not Verified,Upper-Mid,3-5,FL,2682
RENT,Verified,Upper-Mid,6-10,NJ,2683
MORTGAGE,Not Verified,Lower-Mid,3-5,NC,2684
MORTGAGE,Verified,High,,MD,2685
MORTGAGE,Source Verified,Lower-Mid,0 or less,CA,2686
MORTGAGE,Not Verified,Low,1-2,NC,2687
OWN,Source Verified,Low,3-5,DE,2688
MORTGAGE,Verified,Upper-Mid,,FL,2689
OWN,Not Verified,Lower-Mid,0 or less,NY,2690
RENT,Verified,Low,1-2,KS,2691
OWN,Source Verified,Upper-Mid,6-10,AZ,2692
RENT,Not Verified,Low,,TX,2693
MORTGAGE,Verified,Lower-Mid,1-2,GA,2694
