issue_month_start,loan_amount,interest_rate,installment,balance,loan_status,high_risk_flag,behavioral_risk_flag,risk_band,income_band,emp_length_bucket,term,term_bucket,loan_purpose,grade,sub_grade,homeownership,verified_income,debt_to_income,unemployment_rate,cpi_inflation_proxy,fed_funds_rate_avg
2018-01-01,35000.0,12.62,1172.9,30890.38,Current,0,0,Medium,High,3-5,36,36,credit_card,C,C1,RENT,Not Verified,22.88,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,21.45,273.08,9612.44,Current,1,0,High,Low,,60,60,other,D,D5,OWN,Verified,14.4,4.1,0.45346899748655,1.4175
2018-03-01,2400.0,10.41,77.91,2227.24,Current,0,0,Low,Upper-Mid,6-10,36,36,major_purchase,B,B3,MORTGAGE,Source Verified,6.11,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,19600.0,5.32,590.25,17060.8,Current,0,0,Low,Upper-Mid,1-2,36,36,credit_card,A,A1,RENT,Not Verified,18.65,4.0,0.5447745452775409,1.414516129032258
2018-03-01,26000.0,21.85,715.88,25259.29,Current,1,1,High,Lower-Mid,3-5,60,60,debt_consolidation,D,D5,MORTGAGE,Verified,27.08,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,12000.0,18.06,305.12,11358.38,Current,1,1,High,High,6-10,60,60,home_improvement,D,D2,MORTGAGE,Not Verified,11.73,4.0,0.5447745452775409,1.414516129032258
2018-02-01,13000.0,5.32,391.5,11655.63,Current,0,0,Low,High,0 or less,36,36,medical,A,A1,RENT,Source Verified,7.82,4.1,0.45346899748655,1.4175
2018-02-01,11750.0,17.09,292.59,11238.19,Current,1,0,High,Lower-Mid,3-5,60,60,house,D,D1,RENT,Source Verified,18.88,4.1,0.45346899748655,1.4175
2018-03-01,30000.0,9.93,636.38,28825.95,Current,0,0,Low,High,6-10,60,60,debt_consolidation,B,B2,MORTGAGE,Source Verified,20.78,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,7000.0,6.08,213.21,6283.6,Current,0,0,Low,Low,6-10,36,36,credit_card,A,A2,RENT,Source Verified,19.42,4.1,0.45346899748655,1.4175
2018-02-01,20000.0,17.09,498.02,19128.86,Current,1,0,High,,,60,60,debt_consolidation,D,D1,RENT,Not Verified,,4.1,0.45346899748655,1.4175
2018-03-01,35000.0,16.01,1230.67,32678.16,Current,0,0,Medium,High,3-5,36,36,other,C,C5,RENT,Not Verified,0.33,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,13.59,230.57,9522.69,Current,0,1,Medium,Low,6-10,60,60,credit_card,C,C2,MORTGAGE,Not Verified,8.56,4.1,0.45346899748655,1.4175
2018-03-01,20000.0,9.92,644.6,18550.28,Current,0,0,Low,Lower-Mid,,36,36,other,B,B2,OWN,Source Verified,14.16,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,15.04,952.44,38629.65,Current,0,0,Medium,High,3-5,60,60,small_business,C,C4,MORTGAGE,Source Verified,12.89,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,12000.0,6.71,368.94,11089.41,Current,0,0,Low,Upper-Mid,1-2,36,36,credit_card,A,A3,MORTGAGE,Not Verified,9.92,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,16000.0,17.47,574.2,14961.22,Current,1,0,High,Low,0 or less,36,36,debt_consolidation,D,D1,RENT,Source Verified,7.2,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,11.99,332.1,8815.65,Current,0,1,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B5,MORTGAGE,Source Verified,27.06,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,13.59,339.79,9078.33,Current,0,0,Medium,Lower-Mid,0 or less,36,36,credit_card,C,C2,RENT,Source Verified,13.3,4.1,0.45346899748655,1.4175
2018-01-01,15000.0,7.35,465.57,12832.7,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A4,MORTGAGE,Not Verified,24.99,4.0,0.5447745452775409,1.414516129032258
2018-01-01,24000.0,10.42,514.91,22440.6,Current,0,0,Low,Upper-Mid,6-10,60,60,major_purchase,B,B3,MORTGAGE,Source Verified,0.54,4.0,0.5447745452775409,1.414516129032258
2018-02-01,40000.0,7.97,1252.91,36011.51,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A5,MORTGAGE,Source Verified,16.72,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,9.92,530.2,24350.26,Current,0,0,Low,Lower-Mid,,60,60,debt_consolidation,B,B2,MORTGAGE,Not Verified,10.62,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,32175.0,12.61,1078.07,29931.7,Current,0,0,Medium,High,3-5,36,36,debt_consolidation,C,C1,MORTGAGE,Verified,39.34,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,25000.0,9.93,530.32,23355.79,Current,0,0,Low,High,3-5,60,60,debt_consolidation,B,B2,MORTGAGE,Not Verified,14.23,4.0,0.5447745452775409,1.414516129032258
2018-03-01,24000.0,14.07,559.31,23156.46,Current,0,0,Medium,Upper-Mid,1-2,60,60,debt_consolidation,C,C3,RENT,Not Verified,21.79,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,14.08,349.65,14293.08,Current,0,0,Medium,Lower-Mid,3-5,60,60,credit_card,C,C3,OWN,Source Verified,5.96,4.1,0.45346899748655,1.4175
2018-01-01,36000.0,12.62,812.13,33786.28,Current,0,0,Medium,High,1-2,60,60,other,C,C1,MORTGAGE,Source Verified,22.49,4.0,0.5447745452775409,1.414516129032258
2018-01-01,20000.0,16.02,486.58,18872.39,Current,0,0,Medium,Upper-Mid,6-10,60,60,debt_consolidation,C,C5,RENT,Source Verified,17.28,4.0,0.5447745452775409,1.414516129032258
2018-02-01,30000.0,14.07,699.14,28945.56,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C3,MORTGAGE,Not Verified,29.38,4.1,0.45346899748655,1.4175
2018-02-01,11000.0,18.06,398.01,1660.07,Current,1,0,High,Low,0 or less,36,36,debt_consolidation,D,D2,MORTGAGE,Source Verified,24.57,4.1,0.45346899748655,1.4175
2018-01-01,15000.0,14.08,349.65,14111.13,Current,0,0,Medium,Lower-Mid,1-2,60,60,credit_card,C,C3,RENT,Not Verified,21.3,4.0,0.5447745452775409,1.414516129032258
2018-02-01,13500.0,16.02,328.44,12895.16,Current,0,0,Medium,Upper-Mid,1-2,60,60,credit_card,C,C5,RENT,Source Verified,8.63,4.1,0.45346899748655,1.4175
2018-01-01,10000.0,11.99,222.4,9375.22,Current,0,0,Low,Lower-Mid,3-5,60,60,debt_consolidation,B,B5,MORTGAGE,Source Verified,8.66,4.0,0.5447745452775409,1.414516129032258
2018-02-01,25000.0,6.72,768.74,0.0,Fully Paid,0,0,Low,Upper-Mid,6-10,36,36,credit_card,A,A3,OWN,Not Verified,26.49,4.1,0.45346899748655,1.4175
2018-01-01,25000.0,19.03,648.93,0.0,Fully Paid,1,1,High,High,6-10,60,60,debt_consolidation,D,D3,MORTGAGE,Source Verified,8.37,4.0,0.5447745452775409,1.414516129032258
2018-03-01,28000.0,6.71,860.86,25875.28,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A3,OWN,Source Verified,11.33,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,10000.0,6.07,304.54,9234.27,Current,0,0,Low,Upper-Mid,1-2,36,36,credit_card,A,A2,RENT,Not Verified,15.48,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,7.35,310.38,8488.64,Current,0,0,Low,Low,3-5,36,36,other,A,A4,MORTGAGE,Source Verified,16.95,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,13.59,339.79,9078.33,Current,0,1,Medium,Low,,36,36,debt_consolidation,C,C2,RENT,Not Verified,27.93,4.1,0.45346899748655,1.4175
2018-01-01,2500.0,13.59,84.95,2210.33,Current,0,0,Medium,Low,0 or less,36,36,debt_consolidation,C,C2,RENT,Source Verified,5.87,4.0,0.5447745452775409,1.414516129032258
2018-03-01,6500.0,5.31,195.72,5996.91,Current,0,0,Low,Upper-Mid,0 or less,36,36,other,A,A1,OWN,Not Verified,12.42,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,7.97,313.23,0.0,Fully Paid,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A5,RENT,Source Verified,13.04,4.0,0.5447745452775409,1.414516129032258
2018-01-01,14500.0,7.35,450.05,12671.55,Current,0,1,Low,Lower-Mid,6-10,36,36,debt_consolidation,A,A4,MORTGAGE,Source Verified,40.15,4.0,0.5447745452775409,1.414516129032258
2018-01-01,40000.0,11.99,1328.39,35262.66,Current,0,1,Low,Upper-Mid,6-10,36,36,house,B,B5,RENT,Verified,11.88,4.0,0.5447745452775409,1.414516129032258
2018-02-01,16000.0,16.02,562.68,14575.47,Current,0,0,Medium,Low,3-5,36,36,other,C,C5,RENT,Not Verified,25.41,4.1,0.45346899748655,1.4175
2018-01-01,14000.0,9.93,451.29,12610.69,Current,0,1,Low,High,6-10,36,36,debt_consolidation,B,B2,RENT,Source Verified,9.33,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,19.42,368.69,0.0,Fully Paid,1,0,High,Upper-Mid,1-2,36,36,debt_consolidation,D,D3,RENT,Not Verified,27.74,4.1,0.45346899748655,1.4175
2018-03-01,2400.0,7.96,75.17,2221.07,Current,0,0,Low,Low,6-10,36,36,debt_consolidation,A,A5,MORTGAGE,Not Verified,23.01,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,17000.0,13.59,577.65,15030.26,Current,0,0,Medium,Low,3-5,36,36,debt_consolidation,C,C2,MORTGAGE,Source Verified,10.83,4.0,0.5447745452775409,1.414516129032258
2018-03-01,24000.0,12.61,804.16,22326.66,Current,0,1,Medium,Upper-Mid,6-10,36,36,credit_card,C,C1,OWN,Verified,39.63,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,20000.0,19.03,733.43,18294.92,Current,1,0,High,Upper-Mid,,36,36,other,D,D3,MORTGAGE,Verified,18.09,4.1,0.45346899748655,1.4175
2018-03-01,30000.0,16.01,1054.86,28009.85,Current,0,0,Medium,Upper-Mid,6-10,36,36,credit_card,C,C5,RENT,Source Verified,7.08,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,3600.0,6.72,110.7,3142.2,Current,0,0,Low,Low,0 or less,36,36,other,A,A3,OWN,Not Verified,2.54,4.0,0.5447745452775409,1.414516129032258
2018-03-01,20000.0,6.07,609.08,18468.54,Current,0,1,Low,Upper-Mid,3-5,36,36,home_improvement,A,A2,MORTGAGE,Not Verified,25.33,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,8000.0,15.05,277.52,7091.56,Current,0,1,Medium,Low,6-10,36,36,debt_consolidation,C,C4,MORTGAGE,Source Verified,23.92,4.0,0.5447745452775409,1.414516129032258
2018-03-01,16000.0,6.07,487.26,14774.84,Current,0,0,Low,Low,1-2,36,36,credit_card,A,A2,RENT,Source Verified,29.72,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,24000.0,13.58,815.38,22350.13,Current,0,0,Medium,High,1-2,36,36,debt_consolidation,C,C2,MORTGAGE,Verified,22.66,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,2000.0,10.42,64.93,1807.25,Current,0,0,Low,Low,3-5,36,36,credit_card,B,B3,RENT,Source Verified,5.68,4.1,0.45346899748655,1.4175
2018-03-01,2000.0,11.98,66.41,1859.35,Current,0,0,Low,Lower-Mid,3-5,36,36,other,B,B5,RENT,Source Verified,9.73,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,6500.0,9.43,208.01,6025.5,Current,0,0,Low,Low,6-10,36,36,vacation,B,B1,RENT,Source Verified,2.78,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,8000.0,16.02,281.34,7287.73,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C5,RENT,Not Verified,39.07,4.1,0.45346899748655,1.4175
2018-02-01,7000.0,18.06,253.28,6394.79,Current,1,0,High,Low,,36,36,debt_consolidation,D,D2,RENT,Verified,25.43,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,12.61,563.85,24087.05,Current,0,0,Medium,High,1-2,60,60,credit_card,C,C1,RENT,Source Verified,2.47,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,15000.0,14.07,349.57,14472.78,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C3,MORTGAGE,Source Verified,22.92,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,35000.0,10.42,1136.27,29736.97,Current,0,0,Low,High,1-2,36,36,debt_consolidation,B,B3,RENT,Source Verified,27.71,4.0,0.5447745452775409,1.414516129032258
2018-01-01,26000.0,10.42,844.09,22854.22,Current,0,1,Low,High,3-5,36,36,debt_consolidation,B,B3,RENT,Source Verified,14.04,4.0,0.5447745452775409,1.414516129032258
2018-03-01,12000.0,17.47,301.28,11614.7,Current,1,1,High,Low,6-10,60,60,debt_consolidation,D,D1,MORTGAGE,Source Verified,11.79,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,10.91,216.98,9358.12,Current,0,0,Low,Low,1-2,60,60,credit_card,B,B4,RENT,Not Verified,30.54,4.0,0.5447745452775409,1.414516129032258
2018-01-01,15000.0,5.32,451.73,13056.7,Current,0,0,Low,Upper-Mid,6-10,36,36,home_improvement,A,A1,MORTGAGE,Not Verified,18.63,4.0,0.5447745452775409,1.414516129032258
2018-01-01,14000.0,9.44,293.62,13068.02,Current,0,0,Low,Upper-Mid,3-5,60,60,credit_card,B,B1,MORTGAGE,Not Verified,18.39,4.0,0.5447745452775409,1.414516129032258
2018-03-01,15000.0,9.44,480.08,13905.19,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B1,MORTGAGE,Source Verified,27.84,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,14.08,342.17,9084.7,Current,0,0,Medium,Lower-Mid,3-5,36,36,debt_consolidation,C,C3,RENT,Not Verified,9.24,4.1,0.45346899748655,1.4175
2018-01-01,5000.0,7.35,155.19,4369.5,Current,0,1,Low,Low,3-5,36,36,debt_consolidation,A,A4,RENT,Not Verified,14.31,4.0,0.5447745452775409,1.414516129032258
2018-01-01,28125.0,12.62,634.48,26395.51,Current,0,0,Medium,Upper-Mid,6-10,60,60,small_business,C,C1,RENT,Not Verified,14.39,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,15.04,346.85,9327.09,Current,0,0,Medium,High,6-10,36,36,debt_consolidation,C,C4,RENT,Verified,22.04,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,10000.0,9.92,212.08,9608.54,Current,0,0,Low,Low,,60,60,other,B,B2,MORTGAGE,Source Verified,0.0,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,10.9,867.71,38473.08,Current,0,0,Low,High,1-2,60,60,home_improvement,B,B4,MORTGAGE,Verified,15.81,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,10000.0,6.72,307.5,9241.27,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,A,A3,RENT,Not Verified,27.6,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,8000.0,5.32,240.92,6920.52,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,A,A1,OWN,Verified,29.12,4.1,0.45346899748655,1.4175
2018-01-01,35000.0,11.99,778.38,33701.09,Late (31-120 days),0,0,Low,Upper-Mid,1-2,60,60,house,B,B5,RENT,Verified,7.57,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,5.32,602.3,17931.76,Current,0,0,Low,High,1-2,36,36,debt_consolidation,A,A1,MORTGAGE,Source Verified,10.67,4.1,0.45346899748655,1.4175
2018-03-01,9000.0,10.41,292.15,8047.14,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,B,B3,OWN,Verified,31.61,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,20000.0,14.07,466.1,19534.08,Current,0,0,Medium,Lower-Mid,0 or less,60,60,debt_consolidation,C,C3,RENT,Source Verified,8.7,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,3000.0,6.07,91.37,2692.9,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,A,A2,RENT,Not Verified,15.05,4.1,0.45346899748655,1.4175
2018-01-01,8000.0,9.93,257.88,7223.7,Current,0,0,Low,Low,3-5,36,36,credit_card,B,B2,RENT,Verified,28.96,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,11.99,332.1,2700.05,Current,0,0,Low,Lower-Mid,6-10,36,36,major_purchase,B,B5,OWN,Source Verified,2.28,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,5000.0,6.71,153.73,4620.57,Current,0,1,Low,Low,1-2,36,36,major_purchase,A,A3,RENT,Verified,12.9,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,5.31,451.66,13839.02,Current,0,0,Low,High,,36,36,debt_consolidation,A,A1,MORTGAGE,Not Verified,16.57,4.1,0.45346899748655,1.4175
2018-02-01,10000.0,13.59,230.57,9522.69,Current,0,0,Medium,Lower-Mid,1-2,60,60,debt_consolidation,C,C2,RENT,Not Verified,18.03,4.1,0.45346899748655,1.4175
2018-02-01,40000.0,10.9,1307.66,37141.21,Current,0,1,Low,High,1-2,36,36,home_improvement,B,B4,OWN,Source Verified,10.92,4.1,0.45346899748655,1.4175
2018-01-01,3000.0,12.62,100.54,2719.66,Current,0,0,Medium,Low,,36,36,other,C,C1,RENT,Source Verified,5.59,4.0,0.5447745452775409,1.414516129032258
2018-01-01,1500.0,10.42,48.7,1355.43,Current,0,0,Low,Low,0 or less,36,36,credit_card,B,B3,RENT,Not Verified,27.02,4.0,0.5447745452775409,1.414516129032258
2018-02-01,28000.0,15.05,971.32,25472.33,Current,0,0,Medium,High,6-10,36,36,credit_card,C,C4,MORTGAGE,Not Verified,24.38,4.1,0.45346899748655,1.4175
2018-02-01,8000.0,6.71,245.96,6939.85,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A3,RENT,Not Verified,11.45,4.1,0.45346899748655,1.4175
2018-02-01,20000.0,21.45,546.15,19224.93,Current,1,1,High,Lower-Mid,3-5,60,60,debt_consolidation,D,D5,RENT,Source Verified,28.8,4.1,0.45346899748655,1.4175
2018-03-01,40000.0,9.44,1280.2,37080.55,Current,0,0,Low,High,0 or less,36,36,debt_consolidation,B,B1,MORTGAGE,Source Verified,11.12,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,11000.0,11.99,365.31,9323.13,Current,0,0,Low,Upper-Mid,3-5,36,36,debt_consolidation,B,B5,MORTGAGE,Verified,13.47,4.1,0.45346899748655,1.4175
2018-01-01,3300.0,11.99,109.6,2909.13,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,B,B5,RENT,Not Verified,16.93,4.0,0.5447745452775409,1.414516129032258
2018-03-01,15000.0,6.07,456.81,13851.4,Current,0,0,Low,High,,36,36,medical,A,A2,MORTGAGE,Not Verified,14.43,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,11500.0,5.31,346.27,10310.6,Current,0,0,Low,Lower-Mid,,36,36,debt_consolidation,A,A1,OWN,Source Verified,16.08,4.1,0.45346899748655,1.4175
2018-03-01,16500.0,6.07,502.49,15236.55,Current,0,0,Low,High,1-2,36,36,credit_card,A,A2,OWN,Source Verified,33.23,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,19.42,392.59,14385.93,Current,1,1,High,Upper-Mid,6-10,60,60,debt_consolidation,D,D3,RENT,Source Verified,23.73,4.1,0.45346899748655,1.4175
2018-03-01,35000.0,21.85,963.68,34002.9,Current,1,0,High,High,6-10,60,60,major_purchase,D,D5,RENT,Verified,14.37,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,4400.0,14.08,150.56,3997.25,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Verified,21.32,4.1,0.45346899748655,1.4175
2018-01-01,19000.0,18.06,483.1,17984.13,Current,1,0,High,High,6-10,60,60,debt_consolidation,D,D2,MORTGAGE,Verified,18.66,4.0,0.5447745452775409,1.414516129032258
2018-01-01,3125.0,10.91,102.18,2749.38,Current,0,0,Low,Low,1-2,36,36,debt_consolidation,B,B4,OWN,Source Verified,27.2,4.0,0.5447745452775409,1.414516129032258
2018-01-01,20000.0,9.44,419.46,18668.58,Current,0,0,Low,Upper-Mid,6-10,60,60,debt_consolidation,B,B1,MORTGAGE,Not Verified,24.38,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,12.62,451.19,19021.27,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C1,OWN,Verified,17.23,4.1,0.45346899748655,1.4175
2018-02-01,10000.0,9.44,209.73,9469.53,Current,0,0,Low,Upper-Mid,3-5,60,60,debt_consolidation,B,B1,OWN,Not Verified,7.75,4.1,0.45346899748655,1.4175
2018-02-01,35000.0,6.08,1066.04,31418.07,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Verified,6.21,4.1,0.45346899748655,1.4175
2018-03-01,14000.0,11.98,464.87,12908.48,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B5,RENT,Not Verified,26.88,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,16000.0,9.92,515.68,14840.23,Current,0,0,Low,Upper-Mid,3-5,36,36,other,B,B2,OWN,Not Verified,19.44,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,8000.0,13.59,271.84,7262.63,Current,0,0,Medium,High,6-10,36,36,debt_consolidation,C,C2,MORTGAGE,Source Verified,19.2,4.1,0.45346899748655,1.4175
2018-02-01,7000.0,10.41,227.23,6496.14,Current,0,1,Low,Upper-Mid,6-10,36,36,debt_consolidation,B,B3,RENT,Not Verified,16.31,4.1,0.45346899748655,1.4175
2018-01-01,24000.0,9.93,509.11,22421.54,Current,0,0,Low,Low,3-5,60,60,debt_consolidation,B,B2,MORTGAGE,Verified,42.64,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,7.97,313.23,9002.87,Current,0,0,Low,Low,6-10,36,36,debt_consolidation,A,A5,MORTGAGE,Not Verified,17.49,4.1,0.45346899748655,1.4175
2018-03-01,2500.0,19.42,92.18,2342.31,Current,1,0,High,Lower-Mid,6-10,36,36,debt_consolidation,D,D3,RENT,Not Verified,32.32,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,25000.0,18.45,640.98,24218.29,Current,1,0,High,Lower-Mid,1-2,60,60,other,D,D2,MORTGAGE,Verified,18.17,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,5000.0,6.72,153.75,4364.17,Current,0,0,Low,High,0 or less,36,36,home_improvement,A,A3,MORTGAGE,Not Verified,7.2,4.0,0.5447745452775409,1.414516129032258
2018-01-01,9000.0,10.91,294.27,8138.56,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,B,B4,MORTGAGE,Source Verified,3.48,4.0,0.5447745452775409,1.414516129032258
2018-03-01,5000.0,17.47,179.44,4675.37,Current,1,0,High,Low,,36,36,debt_consolidation,D,D1,RENT,Source Verified,20.73,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,10000.0,10.41,324.61,9522.22,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,B,B3,RENT,Not Verified,9.37,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,1200.0,6.72,36.9,438.66,Current,0,0,Low,Low,,36,36,debt_consolidation,A,A3,MORTGAGE,Verified,74.38,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,9.44,320.05,9023.01,Current,0,0,Low,Lower-Mid,3-5,36,36,debt_consolidation,B,B1,MORTGAGE,Not Verified,15.28,4.1,0.45346899748655,1.4175
2018-03-01,6000.0,12.61,201.04,5581.66,Current,0,0,Medium,Low,3-5,36,36,debt_consolidation,C,C1,RENT,Source Verified,9.09,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,2500.0,7.96,78.3,2376.16,Current,0,0,Low,Low,0 or less,36,36,debt_consolidation,A,A5,RENT,Not Verified,3.67,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,32000.0,10.9,1046.13,30482.2,Current,0,0,Low,Lower-Mid,3-5,36,36,credit_card,B,B4,OWN,Verified,2.7,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,28000.0,21.85,770.95,26926.65,Current,1,0,High,High,6-10,60,60,debt_consolidation,D,D5,MORTGAGE,Not Verified,16.07,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,7.96,313.18,9504.67,Current,0,0,Low,Low,,36,36,debt_consolidation,A,A5,RENT,Verified,9.82,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,35000.0,9.43,733.87,33612.67,Current,0,0,Low,High,6-10,60,60,debt_consolidation,B,B1,MORTGAGE,Verified,21.08,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,25000.0,15.04,595.28,24143.51,Current,0,0,Medium,Upper-Mid,,60,60,home_improvement,C,C4,MORTGAGE,Not Verified,22.18,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,15000.0,14.07,349.57,14472.78,Current,0,0,Medium,Upper-Mid,6-10,60,60,debt_consolidation,C,C3,MORTGAGE,Source Verified,13.72,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,16000.0,10.9,523.07,14856.47,Current,0,1,Low,Lower-Mid,6-10,36,36,credit_card,B,B4,MORTGAGE,Source Verified,15.3,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,20000.0,6.08,609.17,17953.16,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Not Verified,13.82,4.1,0.45346899748655,1.4175
2018-01-01,10000.0,9.93,322.35,8782.01,Current,0,0,Low,Lower-Mid,1-2,36,36,credit_card,B,B2,RENT,Source Verified,15.94,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,12.61,335.07,9537.61,Current,0,0,Medium,Lower-Mid,1-2,36,36,car,C,C1,RENT,Not Verified,11.52,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,10.42,321.82,14223.68,Current,0,0,Low,Lower-Mid,6-10,60,60,debt_consolidation,B,B3,MORTGAGE,Not Verified,18.48,4.1,0.45346899748655,1.4175
2018-01-01,11100.0,30.17,360.29,10672.97,Current,1,0,High,Upper-Mid,6-10,60,60,debt_consolidation,F,F3,MORTGAGE,Source Verified,22.6,4.0,0.5447745452775409,1.414516129032258
